,Engagements,Followers,Created,Type,Description,datetime,year,month,month_int,weekday,day_time,is_playoffs
3250,367995,31575353,2018-10-24 22:25:14 EDT,Photo,Purple Threads! #LakeShow,2018-10-24 22:25:14,2018,October,10,Wednesday,night,False
3251,660155,31575353,2018-10-24 22:20:46 EDT,Video,@giannis_an34 takes flight @nbaonespn! #KiaTipOff18,2018-10-24 22:20:46,2018,October,10,Wednesday,night,False
3252,723684,31575353,2018-10-24 21:26:07 EDT,Video,@normanpowell4 gets it to fall! #KiaTipOff18,2018-10-24 21:26:07,2018,October,10,Wednesday,night,False
3253,723684,31575353,2018-10-24 21:13:52 EDT,Video,"“Oh my goodness, @callme_nonstop!” #NBARooks",2018-10-24 21:13:52,2018,October,10,Wednesday,night,False
3254,660155,31575353,2018-10-24 21:06:12 EDT,Video,@teamswish breaks@out an array of moves to the basket! #KiaTipOff18,2018-10-24 21:06:12,2018,October,10,Wednesday,night,False
3255,793328,31575353,2018-10-24 20:39:08 EDT,Video,Kawhi Leonard dives for the no-look steal! #KiaTipOff18,2018-10-24 20:39:08,2018,October,10,Wednesday,evening,False
3256,723684,31575353,2018-10-24 20:21:35 EDT,Video,@_kw15 through traffic! #KiaTipOff18,2018-10-24 20:21:35,2018,October,10,Wednesday,evening,False
3257,717829,31575353,2018-10-24 20:19:43 EDT,Video,@atlharrythehawk’s got moves!,2018-10-24 20:19:43,2018,October,10,Wednesday,evening,False
3258,367995,31575353,2018-10-24 19:56:06 EDT,Photo,Season 21!! #ThisIsWhyWePlay,2018-10-24 19:56:06,2018,October,10,Wednesday,evening,False
3259,303934,31575353,2018-10-24 19:18:12 EDT,Photo,#GameChanger @traeyoung arrives in STYLE rocking @expressmen for game day in Atlanta!,2018-10-24 19:18:12,2018,October,10,Wednesday,evening,False
3260,604941,31575353,2018-10-24 17:53:35 EDT,Video,"?After recording 35 PTS, 11 ASTS on Sunday, @traeyoung hits the floor for tonight’s @ATLHawks action! ?(7:00pm/et on ESPN)",2018-10-24 17:53:35,2018,October,10,Wednesday,evening,False
3261,459201,31575353,2018-10-24 17:19:12 EDT,Video,East All-Stars take centerstage... as @giannis_an34 & the @bucks host @joelembiid & the @sixers (9:30pm/et @nbaonespn)!,2018-10-24 17:19:12,2018,October,10,Wednesday,evening,False
3262,462946,31575353,2018-10-24 13:44:11 EDT,Video,#NBARooks headline tonight’s @nbaonespn early action as @lukadoncic & the @dallasmavs visit @traeyoung & the @atlhawks at 7pm/et!,2018-10-24 13:44:11,2018,October,10,Wednesday,afternoon,False
3263,292397,31550166,2018-10-23 23:20:34 EDT,Album,"The @detroitpistons, @pelicansnba & @nuggets are each victorious in Tuesday’s #KiaTipOff18 action!",2018-10-23 23:20:34,2018,October,10,Tuesday,night,False
3264,723698,31550166,2018-10-23 22:54:22 EDT,Video,@mbeasy5 with the SWAT! #kiatipoff18,2018-10-23 22:54:22,2018,October,10,Tuesday,night,False
3265,654826,31550166,2018-10-23 22:03:48 EDT,Video,@blakegriffin23’s AND1 wins it for the @detroitpistons ....and gives him career-high 50 points!,2018-10-23 22:03:48,2018,October,10,Tuesday,night,False
3266,660167,31550166,2018-10-23 20:13:17 EDT,Video,@blakegriffin23 with the fake and SLAM for the @detroitpistons! #kiatipoff18,2018-10-23 20:13:17,2018,October,10,Tuesday,evening,False
3267,363510,31550166,2018-10-23 03:23:59 EDT,Album,Which @trailblazers player had the best ?? costume??,2018-10-23 03:23:59,2018,October,10,Tuesday,deadzone,False
3268,398393,31550166,2018-10-23 01:45:15 EDT,Album,Swipe through to recap Monday’s #KiaTipOff18 action!,2018-10-23 01:45:15,2018,October,10,Tuesday,deadzone,False
3269,398327,31524826,2018-10-23 01:32:37 EDT,Photo,Swipe through to recap Monday’s #KiaTipOff18 action!,2018-10-23 01:32:37,2018,October,10,Tuesday,deadzone,False
3270,671921,31524826,2018-10-23 01:10:07 EDT,Video,@iam_j3 sparks the @lakers break with the SWAT!,2018-10-23 01:10:07,2018,October,10,Tuesday,deadzone,False
3271,1001526,31524826,2018-10-23 01:01:59 EDT,Video,@kingjames’ triple sends us to OT in LA! #kiatipoff18,2018-10-23 01:01:59,2018,October,10,Tuesday,deadzone,False
3272,807467,31524826,2018-10-23 00:38:49 EDT,Video,For 30K... it’s good!,2018-10-23 00:38:49,2018,October,10,Tuesday,postgame,False
3273,884237,31524826,2018-10-23 00:38:32 EDT,Video,?? a wild finish to regulation in Portland! #kiatipoff18,2018-10-23 00:38:32,2018,October,10,Tuesday,postgame,False
3274,677401,31524826,2018-10-23 00:33:55 EDT,Video,@stephensonlance with the @lakers dime! #KiaTipOff18,2018-10-23 00:33:55,2018,October,10,Tuesday,postgame,False
3275,799129,31524826,2018-10-23 00:10:00 EDT,Video,@stephencurry30 gets to his spot! #KiaTipOff18,2018-10-23 00:10:00,2018,October,10,Tuesday,postgame,False
3276,799129,31524826,2018-10-23 00:03:10 EDT,Video,@stephencurry30 creates space for the triple! #KiaTipOff18,2018-10-23 00:03:10,2018,October,10,Tuesday,postgame,False
3277,723711,31524826,2018-10-22 23:33:20 EDT,Video,Derrick Rose crosses into the @timberwolves bucket! #KiaTipOff18,2018-10-22 23:33:20,2018,October,10,Monday,postgame,False
3278,654838,31524826,2018-10-22 23:03:10 EDT,Video,@giannis_an34 scores 16 in the 4th to lead the @bucks at home!,2018-10-22 23:03:10,2018,October,10,Monday,night,False
3279,812215,31524826,2018-10-22 22:59:19 EDT,Video,@kingjames drops the dime to @jhart @nbatv! #KiaTipOff18,2018-10-22 22:59:19,2018,October,10,Monday,night,False
3280,723711,31524826,2018-10-22 22:57:59 EDT,Video,@damianlillard finishes through the contact! #KiaTipOff18,2018-10-22 22:57:59,2018,October,10,Monday,night,False
3281,723711,31524826,2018-10-22 22:56:57 EDT,Video,@spidadmitchell goes back to the right! #KiaTipOff18,2018-10-22 22:56:57,2018,October,10,Monday,night,False
3282,717855,31524826,2018-10-22 21:58:52 EDT,Video,The @trailblazers celebrate Halloween early!,2018-10-22 21:58:52,2018,October,10,Monday,night,False
3283,786938,31524826,2018-10-22 21:17:12 EDT,Video,That’s... how you SLAM!,2018-10-22 21:17:12,2018,October,10,Monday,night,False
3284,729614,31524826,2018-10-22 21:03:05 EDT,Video,@lukadoncic with the fake! #KiaTipOff18 #NBARooks,2018-10-22 21:03:05,2018,October,10,Monday,night,False
3285,348949,31524826,2018-10-22 19:30:49 EDT,Photo,#GameChanger @therealmobamba arrives in STYLE for game day in Boston!,2018-10-22 19:30:49,2018,October,10,Monday,evening,False
3286,656333,31524826,2018-10-22 17:31:38 EDT,Video,Who had your favorite assist of the week... @bensimmons or @stephencurry30?? #StateFarmAssists,2018-10-22 17:31:38,2018,October,10,Monday,evening,False
3287,333132,31524826,2018-10-22 14:40:32 EDT,Album,The NBA STAT LEADERS through Week 1 of the 2018-19 season! ....any surprises?,2018-10-22 14:40:32,2018,October,10,Monday,afternoon,False
3288,712645,31487063,2018-10-21 22:42:56 EDT,Video,@juanchiviris41’s block secures the @nuggets victory! #KiaTipOff18 #ThisIsWhyWePlay,2018-10-21 22:42:56,2018,October,10,Sunday,night,False
3289,492199,31487063,2018-10-21 22:10:52 EDT,Photo,Congrats to @stephencurry30 of the @warriors for moving up to 6th on the all-time 3PM list! #ThisIsWhyWePlay,2018-10-21 22:10:52,2018,October,10,Sunday,night,False
3290,644825,31487063,2018-10-21 21:35:37 EDT,Video,@traeyoung (35p/11a) becomes the third player in @nbahistory to put up 35/10 before his 21st birthday in tonight’s @atlhawks W! #KiaTipOff18,2018-10-21 21:35:37,2018,October,10,Sunday,night,False
3291,905799,31487063,2018-10-21 21:16:34 EDT,Video,@stephencurry30 with the ?? plus the foul! #KiaTipOff18,2018-10-21 21:16:34,2018,October,10,Sunday,night,False
3292,645267,31487063,2018-10-21 20:18:46 EDT,Video,"Coming off 36/7/5 last night, @jharden13 hits the floor for tonight’s @houstonrockets/@laclippers action (9:00pm/et @nbatv)! #KiaTipOff18",2018-10-21 20:18:46,2018,October,10,Sunday,evening,False
3293,706880,31487063,2018-10-21 20:11:47 EDT,Video,@traeyoung makes it easy for @omarispellman! #KiaTipOff18,2018-10-21 20:11:47,2018,October,10,Sunday,evening,False
3294,774906,31487063,2018-10-21 19:28:41 EDT,Video,@russwest44 back! #KiaTipOff18,2018-10-21 19:28:41,2018,October,10,Sunday,evening,False
3295,731237,31487063,2018-10-21 06:02:04 EDT,Video,"With 7 3-pointers made Saturday, @_kw15 has the most three-pointers made (19) through the first three games of a season in @nbahistory! #Hornets30 #KiaTipOff18",2018-10-21 06:02:04,2018,October,10,Sunday,deadzone,False
3296,725321,31487063,2018-10-21 03:05:43 EDT,Video,@lukadoncic scores 26 including 4 triples in big @dallasmavs home W! #KiaTipOff18,2018-10-21 03:05:43,2018,October,10,Sunday,deadzone,False
3297,392154,31451030,2018-10-21 01:40:52 EDT,Album,Swipe through to recap tonight’s #KiaTipOff18 action!,2018-10-21 01:40:52,2018,October,10,Sunday,deadzone,False
3298,795136,31451030,2018-10-21 00:39:55 EDT,Video,"Nikola Jokic goes PERFECT from the field (11/11 FG) on his way to a BIG 35 point, 12 rebound & 11 assist triple double for @nuggets! #KiaTipOff18",2018-10-21 00:39:55,2018,October,10,Sunday,postgame,False
3299,392154,31451030,2018-10-21 00:18:09 EDT,Photo,To the rack!,2018-10-21 00:18:09,2018,October,10,Sunday,postgame,False
3300,725334,31451030,2018-10-21 00:04:15 EDT,Video,@desmith4 for the @dallasmavs win! #KiaTipOff18,2018-10-21 00:04:15,2018,October,10,Sunday,postgame,False
3301,869687,31451030,2018-10-20 23:54:31 EDT,Video,@kingjames shows off the vision to @jhart for @lakers! #KiaTipOff18,2018-10-20 23:54:31,2018,October,10,Saturday,postgame,False
3302,775451,31451030,2018-10-20 23:44:09 EDT,Video,@jharden13 ALL the way to the rim for @houstonrockets! #KiaTipOff18,2018-10-20 23:44:09,2018,October,10,Saturday,postgame,False
3303,375333,31451030,2018-10-20 23:44:02 EDT,Photo,"Nikola Jokic notches the monster triple-double for the @nuggets with 35p (11/11 FG), 12r, 11a! #TripleDoubleAlert",2018-10-20 23:44:02,2018,October,10,Saturday,postgame,False
3304,922733,31451030,2018-10-20 23:02:30 EDT,Video,?? Derrick Rose goes up & under! #KiaTipOff18,2018-10-20 23:02:30,2018,October,10,Saturday,night,False
3305,869687,31451030,2018-10-20 22:58:23 EDT,Video,@kingjames gets on the board for the @lakers at @staplescenterla! #KiaTipOff18,2018-10-20 22:58:23,2018,October,10,Saturday,night,False
3306,842621,31451030,2018-10-20 22:49:19 EDT,Video,It’s GAMETIME in LA on ESPN... who ya got?,2018-10-20 22:49:19,2018,October,10,Saturday,night,False
3307,768650,31451030,2018-10-20 22:48:16 EDT,Video,@jaytatum0 buries the clutch jumper at MSG!,2018-10-20 22:48:16,2018,October,10,Saturday,night,False
3308,850076,31451030,2018-10-20 22:28:36 EDT,Video,The bank is open for @jharden13 early! #KiaTipOff18,2018-10-20 22:28:36,2018,October,10,Saturday,night,False
3309,849494,31451030,2018-10-20 22:09:06 EDT,Video,What a finish in Philadelphia! #KiaTipOff18,2018-10-20 22:09:06,2018,October,10,Saturday,night,False
3310,375333,31451030,2018-10-20 21:56:41 EDT,Photo,Nikola Vucevic notches his second career triple-double with 27/13/12 for the @orlandomagic. #TripleDoubleAlert,2018-10-20 21:56:41,2018,October,10,Saturday,night,False
3311,834919,31451030,2018-10-20 21:36:18 EDT,Video,@kellyoubrejr follows up the miss with the ??????,2018-10-20 21:36:18,2018,October,10,Saturday,night,False
3312,774920,31451030,2018-10-20 21:02:32 EDT,Video,@joelembiid eurosteps for the bucket! #KiaTipOff18,2018-10-20 21:02:32,2018,October,10,Saturday,night,False
3313,834919,31451030,2018-10-20 20:36:35 EDT,Video,@therea1djones shows off the BOUNCE! ?? ??,2018-10-20 20:36:35,2018,October,10,Saturday,evening,False
3314,781241,31451030,2018-10-20 20:35:20 EDT,Video,@dwyanewade checks in for his final home opener in Miami! #OneLastDance #ThisIsWhyWePlay,2018-10-20 20:35:20,2018,October,10,Saturday,evening,False
3315,419370,31451030,2018-10-20 20:30:38 EDT,Album,@kingjames arrives for his @lakers home debut (10:30pm/et @nbaonespn)!,2018-10-20 20:30:38,2018,October,10,Saturday,evening,False
3316,412999,31451030,2018-10-20 20:25:22 EDT,Photo,Game Day in Los Angeles!,2018-10-20 20:25:22,2018,October,10,Saturday,evening,False
3317,416314,31451030,2018-10-20 20:17:45 EDT,Photo,Year 16 ??,2018-10-20 20:17:45,2018,October,10,Saturday,evening,False
3318,701173,31451030,2018-10-20 19:36:50 EDT,Video,?12 three pointers in his first two games... @_kw15 prepares for game No. 3 of the @hornets’ season.,2018-10-20 19:36:50,2018,October,10,Saturday,evening,False
3319,715899,31451030,2018-10-20 18:58:26 EDT,Video,The @houstonrockets pick & roll!! #KiaTipOff18,2018-10-20 18:58:26,2018,October,10,Saturday,evening,False
3320,543427,31451030,2018-10-20 16:02:51 EDT,Video,Ahead of tonight’s @washwizards #KiaTipOff18 action (7pm/et vs. @raptors @nbatv)... we showcase @johnwall to the rack!!,2018-10-20 16:02:51,2018,October,10,Saturday,afternoon,False
3321,789664,31451030,2018-10-20 13:04:31 EDT,Video,"??Ahead of his home debut, listen in to @kingjames mic’d up in Portland! ??:@houstonrockets/@lakers
?10:30pm/et ??:@nbaonespn",2018-10-20 13:04:31,2018,October,10,Saturday,afternoon,False
3322,759726,31451030,2018-10-20 09:31:07 EDT,Video,The @utahjazz & @warriors go down to the final buzzer in #KiaTipOff18 thriller!,2018-10-20 09:31:07,2018,October,10,Saturday,morning,False
3323,422369,31451030,2018-10-20 01:26:59 EDT,Album,Swipe through to recap tonight’s action-packed 9-game night! #KiaTipOff18,2018-10-20 01:26:59,2018,October,10,Saturday,deadzone,False
3324,829056,31419673,2018-10-20 01:12:27 EDT,Video,@jonasjerebko8 wins it for the @warriors! #KiaTipOff18,2018-10-20 01:12:27,2018,October,10,Saturday,deadzone,False
3325,725347,31419673,2018-10-20 00:53:24 EDT,Video,@stevenadams crushes it home off the @ds17_fg dish! #KiaTipOff18,2018-10-20 00:53:24,2018,October,10,Saturday,postgame,False
3326,725347,31419673,2018-10-20 00:05:11 EDT,Video,@spidadmitchell creates to beat the buzzer for the @utahjazz! #KiaTipOff18,2018-10-20 00:05:11,2018,October,10,Saturday,postgame,False
3327,710481,31419673,2018-10-19 23:08:56 EDT,Video,@stephencurry30 flings it through the defense to @jonasjerebko8! #KiaTipOff18,2018-10-19 23:08:56,2018,October,10,Friday,night,False
3328,966030,31419673,2018-10-19 22:23:10 EDT,Video,@kyrieirving goes up & under! #KiaTipOff18,2018-10-19 22:23:10,2018,October,10,Friday,night,False
3329,660215,31419673,2018-10-19 22:10:46 EDT,Video,@carislevert for the @brooklynnets WIN! #KiaTipOff18,2018-10-19 22:10:46,2018,October,10,Friday,night,False
3330,729653,31419673,2018-10-19 21:34:18 EDT,Video,@milesbridges crashes in for the PUTBACK SLAM! #KiaTipOff18 #NBARooks,2018-10-19 21:34:18,2018,October,10,Friday,night,False
3331,723750,31419673,2018-10-19 21:15:32 EDT,Video,@codyzeller extends to finish off the contact! #KiaTipOff18,2018-10-19 21:15:32,2018,October,10,Friday,night,False
3332,660215,31419673,2018-10-19 20:37:43 EDT,Video,@jrue_holiday11 & @antdavis23 connect for the monster OOP! #KiaTipOff18,2018-10-19 20:37:43,2018,October,10,Friday,evening,False
3333,733298,31419673,2018-10-19 20:10:51 EDT,Video,The brotherhood... @kyrieirving x @kyle_lowry7. @celtics / @raptors coming up on ESPN (8pm/et). #KiaTipOff18,2018-10-19 20:10:51,2018,October,10,Friday,evening,False
3334,549387,31419673,2018-10-19 20:10:39 EDT,Video,The @utahjazz young studs @spidadmitchell & @graysonjallen hit the floor for their #KiaTipOff18 home opener 10:30pm/et @espn!,2018-10-19 20:10:39,2018,October,10,Friday,evening,False
3335,556387,31419673,2018-10-19 18:52:25 EDT,Video,"Coming off 23p/9r on opening night, @celtics’ @jaytatum0 takes the floor for tip against the @raptors (8pm/et, ESPN)! #KiaTipOff18",2018-10-19 18:52:25,2018,October,10,Friday,evening,False
3336,584844,31419673,2018-10-19 17:11:10 EDT,Video,Catch @graysonjallen’s home debut as the @utahjazz host the @warriors 10:30/et @nbaonespn! #NBARooks #KiaTipOff18,2018-10-19 17:11:10,2018,October,10,Friday,evening,False
3337,556387,31419673,2018-10-19 14:58:26 EDT,Video,Ahead of tonight’s @celtics/@raptors action (8pm/et @nbaonespn).. we showcase Kawhi Leonard! #KiaTipOff18,2018-10-19 14:58:26,2018,October,10,Friday,afternoon,False
3338,315161,31419673,2018-10-19 12:34:48 EDT,Photo,Let us know Who Ya Got in tonight’s #KiaTipOff18 @warriors/@utahjazz action... with #KiaWhoYaGot + #Sweepstakes for a chance at winning ?? to a regular season game!,2018-10-19 12:34:48,2018,October,10,Friday,lunch,False
3339,353027,31419673,2018-10-19 10:59:16 EDT,Photo,Let us know Who Ya Got in tonight’s #KiaTipOff18 @celtics/@raptors action... with #KiaWhoYaGot + #Sweepstakes for a chance at winning ?? to a regular season game!,2018-10-19 10:59:16,2018,October,10,Friday,morning,False
3340,913655,31419673,2018-10-19 05:23:53 EDT,Video,"@kingjames puts up 26 points, 12 boards & 6 assists in his @lakers debut! #KiaTipOff18",2018-10-19 05:23:53,2018,October,10,Friday,deadzone,False
3341,742644,31389875,2018-10-19 01:31:33 EDT,Video,The @trailblazers win their 18th straight home-opener! #KiaTipOff18,2018-10-19 01:31:33,2018,October,10,Friday,deadzone,False
3342,677450,31389875,2018-10-19 00:26:55 EDT,Video,@kellyolynyk wins it for the @miamiheat in D.C. #KiaTipOff18,2018-10-19 00:26:55,2018,October,10,Friday,postgame,False
3343,814112,31389875,2018-10-19 00:23:15 EDT,Video,The Chief has Arrived! #KiaTopOff18,2018-10-19 00:23:15,2018,October,10,Friday,postgame,False
3344,793414,31389875,2018-10-18 23:56:29 EDT,Video,#TheRondo,2018-10-18 23:56:29,2018,October,10,Thursday,postgame,False
3345,660227,31389875,2018-10-18 23:49:09 EDT,Video,@javalemcgee making an impact on both ends @nbaontnt! #KiaTipOff18,2018-10-18 23:49:09,2018,October,10,Thursday,postgame,False
3346,759842,31389875,2018-10-18 23:27:47 EDT,Video,Poetry in motion... @kingjames’ first points with the @lakers! #PhantomCam,2018-10-18 23:27:47,2018,October,10,Thursday,night,False
3347,976134,31389875,2018-10-18 23:17:18 EDT,Video,"“Anytime you fall, stay down.. you’re brother will come pick you up”??:@kingjames #ThisIsWhyWePlay",2018-10-18 23:17:18,2018,October,10,Thursday,night,False
3348,398872,31389875,2018-10-18 23:03:43 EDT,Photo,DUNKMAN!,2018-10-18 23:03:43,2018,October,10,Thursday,night,False
3349,959386,31389875,2018-10-18 22:57:17 EDT,Video,Fresh legs... @kingjames opens up his @lakers career with ????,2018-10-18 22:57:17,2018,October,10,Thursday,night,False
3350,723763,31389875,2018-10-18 22:50:06 EDT,Video,It’s SHOWTIME... @nbaontnt! #KiaTipOff18,2018-10-18 22:50:06,2018,October,10,Thursday,night,False
3351,607180,31389875,2018-10-18 22:39:48 EDT,Video,Game respect game. @lsubasketball teammates @bensimmons x @blakeney96! #ThisIsWhyWePlay #KiaTipOff18,2018-10-18 22:39:48,2018,October,10,Thursday,night,False
